model_name,entry_date,exit_date,entry_spy,exit_spy,dte,holding_days,strike,entry_premium,exit_option_value,option_pnl,leap_pnl_during_trade,total_trade_pnl,exit_reason,predicted_regime,brace_for_impact_score,leap_exposure_pct,overwrite_action,target_premium_mid,vix,vvix,geometry_stress_score,path_stress_score
hmm_v3_1_meta_blend,2026-03-18,2026-03-19,667.2078857421875,668.9630126953125,1,2,672.0,1.8435701225053833,0.0,1.8435701225053833,32.90863037109375,34.75220049359913,expiration,VOL_EXPANSION_TRANSITION,0.61003,0.5,aggressive,1.8,22.3700008392334,116.77999877929688,0.0,0.0
hmm_v3_1_meta_blend,2026-03-20,2026-03-23,659.6285400390625,658.0029907226562,1,4,665.0,1.8789461014813469,0.0,1.8789461014813469,-60.958099365234375,-59.07915326375303,expiration,VOL_EXPANSION_TRANSITION,0.73843,0.5,aggressive,1.8,24.059999465942383,126.5,0.0,0.0
hmm_v3_1_meta_blend,2026-03-24,2026-03-25,648.5700073242188,655.3800048828125,1,2,654.0,2.1018129932533327,5.158169946568648,-3.0563569533153156,127.68745422363281,124.6310972703175,underlying_touch,VOL_EXPANSION_TRANSITION,0.745922,0.5,aggressive,1.8,26.149999618530273,126.27999877929688,0.0,0.0
hmm_v3_1_meta_blend,2026-03-26,2026-03-27,653.1799926757812,656.8200073242188,1,2,658.0,2.198547688207725,0.0,2.198547688207725,68.25027465820312,70.44882234641085,expiration,VOL_EXPANSION_TRANSITION,0.792192,0.25,aggressive,1.8,25.329999923706055,124.13999938964844,0.0,0.0
hmm_v3_1_meta_blend,2026-03-30,2026-03-31,645.0900268554688,634.0900268554688,1,2,651.0,2.641621780055459,0.4905345301774702,2.151087249877989,-206.25,-204.098912750122,profit_exit,HIGH_VOL_RISK_OFF,0.927677,0.0,aggressive,3.0,31.049999237060547,124.43000030517578,0.0,0.0
hmm_v3_1_meta_blend,2026-04-01,2026-04-02,631.969970703125,650.3400268554688,1,2,637.0,2.0010814961564733,13.755191209528107,-11.754109713371633,0.0,-11.754109713371633,underlying_touch,HIGH_VOL_RISK_OFF,0.933198,0.0,aggressive,1.8,25.25,127.83999633789062,0.0,0.0
hmm_v3_1_meta_blend,2026-04-03,2026-04-06,655.239990234375,655.8300170898438,1,4,660.0,2.013287736291261,0.0,2.013287736291261,0.0,2.013287736291261,expiration,HIGH_VOL_RISK_OFF,0.942382,0.0,aggressive,1.8,23.8700008392334,114.83000183105469,0.0,0.0
hmm_v3_1_meta_blend,2026-04-07,2026-04-08,658.9299926757812,659.219970703125,1,2,664.0,2.2190673608261022,0.0,2.2190673608261022,5.4370880126953125,7.656155373521415,expiration,VOL_EXPANSION_TRANSITION,0.846479,0.25,aggressive,1.8,25.780000686645508,113.52999877929688,0.0,0.0
hmm_v3_1_meta_blend,2026-04-09,2026-04-10,676.010009765625,679.9099731445312,1,2,680.0,1.7002151866248596,0.0,1.7002151866248596,0.0,1.7002151866248596,expiration,MID_VOL_CHOP,0.386777,0.75,normal,1.35,19.489999771118164,111.06999969482422,0.0,0.0
hmm_v3_1_meta_blend,2026-04-13,2026-04-14,679.4600219726562,686.0999755859375,1,2,684.0,1.4940638561950266,4.321202509884813,-2.8271386536897865,373.4973907470703,370.67025209338055,underlying_touch,MID_VOL_CHOP,0.348489,0.75,normal,1.35,19.1200008392334,107.30000305175781,0.0,0.0
hmm_v3_1_meta_blend,2026-04-15,2026-04-16,694.4600219726562,699.9400024414062,1,2,698.0,1.7177988703389246,4.215855095022391,-2.4980562246834666,308.2489013671875,305.75084514250403,underlying_touch,MID_VOL_CHOP,0.330361,0.75,normal,1.35,18.170000076293945,95.4000015258789,0.0,0.0
hmm_v3_1_meta_blend,2026-04-17,2026-04-20,701.6599731445312,710.1400146484375,1,4,706.0,1.3943289063396662,5.826005864330057,-4.4316769579903905,477.00233459472656,472.5706576367362,underlying_touch,MID_VOL_CHOP,0.29086,1.0,conservative,1.2,17.479999542236328,96.80000305175781,0.0,0.0
hmm_v3_1_meta_blend,2026-04-21,2026-04-22,708.719970703125,704.0800170898438,1,2,713.0,1.7538385205457985,0.0,1.7538385205457985,-347.99652099609375,-346.24268247554795,expiration,MID_VOL_CHOP,0.227455,1.0,conservative,1.2,19.5,98.1500015258789,0.0,0.0
hmm_v3_1_meta_blend,2026-04-23,2026-04-24,711.2100219726562,708.4500122070312,1,2,716.0,1.5822177265321784,0.0,1.5822177265321784,-207.000732421875,-205.41851469534282,expiration,STABLE_LOW_VOL_TREND,0.092825,1.0,conservative,1.2,19.309999465942383,98.7300033569336,0.0,0.0
hmm_v3_1_meta_blend,2026-04-27,2026-04-28,713.9400024414062,715.1699829101562,1,2,718.0,1.608676310070848,0.0,1.608676310070848,92.24853515625,93.85721146632085,expiration,STABLE_LOW_VOL_TREND,0.083871,1.0,conservative,1.2,18.020000457763672,97.18000030517578,0.0,0.0
